"","X","lon","lat","address"
"1",1,-87.6297982,41.8781136,"chicago, il, usa"
"3",3,-110.926479,32.2217429,"tucson, az, usa"
"4",4,-81.7229086,41.4047742,"parma, oh, usa"
"7",7,-95.712891,37.09024,"united states"
"8",8,-91.8318334,35.20105,"arkansas, usa"
"10",10,-88.0070315,43.0166806,"west allis, wi, usa"
"11",11,-85.6023643,44.3148443,"michigan, usa"
"13",13,-79.6735841,41.6262707,"unknown, 101 w spring st, titusville, pa 16354, usa"
"14",14,-95.3698028,29.7604267,"houston, tx, usa"
"15",15,-118.2436849,34.0522342,"los angeles, ca, usa"
"17",17,-78.6381787,35.7795897,"raleigh, nc, usa"
"18",18,-96.1027371,29.3116366,"wharton, tx 77488, usa"
"19",19,-84.1916069,39.7589478,"dayton, oh, usa"
"20",20,-86.7816016,36.1626638,"nashville, tn, usa"
"22",22,-118.2436849,34.0522342,"los angeles, ca, usa"
"25",25,-77.4310992,38.8942786,"chantilly, va, usa"
"27",27,-94.658108,39.022807,"5835 lamar ave, mission, ks 66202, usa"
"28",28,-95.3698028,29.7604267,"houston, tx, usa"
"31",31,-80.3997748,26.1003654,"weston, fl, usa"
"32",32,-97.7430608,30.267153,"austin, tx, usa"
"34",34,-82.907123,40.4172871,"ohio, usa"
"35",35,-84.2029922,39.4353373,"lebanon, oh 45036, usa"
"37",37,-122.2913078,37.8271784,"san francisco bay area, ca, usa"
"39",39,-89.9366498,35.919568,"alabama st & mississippi ave, blytheville, ar 72315, usa"
"41",41,-96.7969879,32.7766642,"dallas, tx, usa"
"44",44,-97.0403352,32.8998091,"dfw international airport (dfw), 2400 aviation dr, dfw airport, tx 75261, usa"
"46",46,-95.712891,37.09024,"united states"
"47",47,-99.8124935,29.8851459,"real county, tx, usa"
"48",48,-97.0403352,32.8998091,"dfw international airport (dfw), 2400 aviation dr, dfw airport, tx 75261, usa"
"50",50,-96.7969879,32.7766642,"dallas, tx, usa"
"51",51,-121.8863286,37.3382082,"san jose, ca, usa"
"52",52,-76.6121893,39.2903848,"baltimore, md, usa"
"53",53,-95.712891,37.09024,"united states"
"59",59,-111.0937311,39.3209801,"utah, usa"
"60",60,-97.3307658,32.7554883,"fort worth, tx, usa"
"61",61,-97.4286988,37.6508529,"wichita dwight d. eisenhower national airport (ict), 2277 eisenhower airport pkwy, wichita, ks 67209, usa"
"67",67,-97.7430608,30.267153,"austin, tx, usa"
"68",68,-111.6709584,32.7558935,"arizona city, az 85123, usa"
"70",70,-78.7788498,35.7341718,"115 crescent commons suite 250, cary, nc 27518, usa"
"71",71,-75.749892,39.6826436,"83 e main st, newark, de 19711, usa"
"74",74,-119.7725868,36.7468422,"fresno, ca, usa"
"76",76,-79.9592134,40.5594832,"allison park, hampton township, pa, usa"
"77",77,-84.3896373,33.7517791,"50 lower alabama street #22, atlanta, ga 30303, usa"
"78",78,-80.1302936,25.7904697,"216 lincoln rd, miami beach, fl 33139, usa"
"80",80,-93.2650108,44.977753,"minneapolis, mn, usa"
"81",81,-95.712891,37.09024,"united states"
"87",87,-72.6850932,41.7637111,"hartford, ct, usa"
"88",88,-96.13446,41.0819432,"springfield, ne 68059, usa"
"89",89,-105.7820674,39.5500507,"colorado, usa"
"90",90,-95.6440493,29.7835917,"103 s texas 6, houston, tx 77079, usa"
"92",92,-83.1285242,40.5886699,"marion, oh 43302, usa"
"94",94,-90.0715323,29.9510658,"new orleans, la, usa"
"95",95,-78.8783689,42.8864468,"buffalo, ny, usa"
"97",97,-95.712891,37.09024,"united states"
"98",98,-149.9002778,61.2180556,"anchorage, ak, usa"
"99",99,-97.7430608,30.267153,"austin, tx, usa"
"104",104,-72.6699127,41.7314852,"901 wethersfield ave, hartford, ct 06114, usa"
"105",105,-71.467566,42.7653662,"nashua, nh, usa"
"107",107,-73.9464769,40.8115504,"harlem, new york, ny, usa"
"109",109,-119.4179324,36.778261,"california, usa"
"110",110,-120.8958242,38.8375215,"northern california, ca, usa"
"111",111,-119.4179324,36.778261,"california, usa"
"115",115,-122.3789554,37.6213129,"san francisco international airport (sfo), san francisco, ca 94128, usa"
"116",116,-104.6091409,38.2544472,"pueblo, co, usa"
"118",118,-80.634891,35.184371,"8832 brigadier ln, mint hill, nc 28227, usa"
"119",119,-94.1604605,36.0629711,"30 n block ave, fayetteville, ar 72701, usa"
"122",122,-76.6121893,39.2903848,"baltimore, md, usa"
"124",124,-77.0340315,38.9031004,"1015 15th st nw #750, washington, dc 20005, usa"
"127",127,-84.2946539,37.7478572,"richmond, ky, usa"
"128",128,-97.7430608,30.267153,"austin, tx, usa"
"129",129,-118.2973745,34.0130011,"1198 leighton ave, los angeles, ca 90037, usa"
"131",131,-91.6656232,41.9778795,"cedar rapids, ia, usa"
"134",134,-74.0657817,40.599802,"major ave, staten island, ny 10305, usa"
"136",136,-122.2416355,37.7652065,"alameda, ca, usa"
"137",137,-77.3133268,40.4732862,"your mom, lyons rd, millerstown, pa 17062, usa"
"142",142,-95.1545019,29.7119725,"tx-225, texas, usa"
"143",143,-72.6874023,44.4654332,"stowe, vt 05672, usa"
"144",144,-118.2436849,34.0522342,"los angeles, ca, usa"
"150",150,-89.3985283,40.6331249,"illinois, usa"
"159",159,-84.6505034,39.3122782,"ross, oh, usa"
"161",161,-95.712891,37.09024,"united states"
"162",162,-94.1800384,30.7918476,"corp of eng rd, woodville, tx 75979, usa"
"163",163,-73.7562317,42.6525793,"albany, ny, usa"
"164",164,-96.7969879,32.7766642,"dallas, tx, usa"
"166",166,-74.0059728,40.7127753,"new york, ny, usa"
"167",167,-119.4179324,36.778261,"california, usa"
"168",168,-96.7311034,43.5445959,"sioux falls, sd, usa"
"169",169,-102.4107493,34.2331373,"earth, tx 79031, usa"
"170",170,-95.712891,37.09024,"united states"
"172",172,-87.6297982,41.8781136,"chicago, il, usa"
"173",173,-97.8428927,30.0817231,"buda, tx 78610, usa"
"175",175,-74.2401609,40.8298006,"verona, nj, usa"
"176",176,-95.712891,37.09024,"united states"
"178",178,-74.2179326,43.2994285,"new york, usa"
"179",179,-91.9206505,44.9028713,"1801 wakanda st ne, menomonie, wi 54751, usa"
"180",180,-119.4179324,36.778261,"california, usa"
"181",181,-118.377493,34.075295,"8500 beverly blvd, los angeles, ca 90048, usa"
"184",184,-91.8318334,37.9642529,"missouri, usa"
"185",185,-105.7820674,39.5500507,"colorado, usa"
"186",186,-87.8411818,42.325578,"north chicago, il, usa"
"188",188,-105.5005483,40.1512114,"boulder county, co, usa"
"189",189,-74.4056612,40.0583238,"new jersey, usa"
"191",191,-79.9958864,40.4406248,"pittsburgh, pa, usa"
"192",192,-73.4975412,41.2840635,"ridgefield, ct 06877, usa"
"194",194,-78.8783689,42.8864468,"buffalo, ny, usa"
"195",195,-95.712891,37.09024,"united states"
"202",202,-122.4194155,37.7749295,"san francisco, ca, usa"
"203",203,-111.9738304,41.223,"ogden, ut, usa"
"204",204,-96.3344068,30.627977,"college station, tx, usa"
"206",206,-86.80249,33.5206608,"birmingham, al, usa"
"208",208,-90.0715323,29.9510658,"new orleans, la, usa"
"210",210,-86.158068,39.768403,"indianapolis, in, usa"
"211",211,-95.3698028,29.7604267,"houston, tx, usa"
"215",215,-122.6764815,45.5230622,"portland, or, usa"
"217",217,-122.4194155,37.7749295,"san francisco, ca, usa"
"221",221,-81.5157535,27.6648274,"florida, usa"
"222",222,-95.9979883,41.2523634,"omaha, ne, usa"
"225",225,-85.6023643,44.3148443,"michigan, usa"
"226",226,-73.5387341,41.0534302,"stamford, ct, usa"
"228",228,-90.0489801,35.1495343,"memphis, tn, usa"
"230",230,-80.8704362,35.5856598,"suite 14, 146 mooresville commons way, mooresville, nc 28117, united states"
"232",232,-84.3879824,33.7489954,"atlanta, ga, usa"
"233",233,-76.6121893,39.2903848,"baltimore, md, usa"
"235",235,-116.419389,38.8026097,"nevada, usa"
"237",237,-95.712891,37.09024,"united states"
"240",240,-80.8712059,39.7656311,"clarington, oh 43915, usa"
"241",241,-116.2146068,43.6187102,"boise, id, usa"
"242",242,-83.3884961,33.3267997,"eatonton, ga 31024, usa"
"243",243,-95.1765978,29.9988306,"atascocita, tx, usa"
"244",244,-81.5157535,27.6648274,"florida, usa"
"245",245,-77.4105409,39.4142688,"frederick, md, usa"
"247",247,-80.8431267,35.2270869,"charlotte, nc, usa"
"249",249,-122.4194155,37.7749295,"san francisco, ca, usa"
"250",250,-81.265606,28.5257005,"8600 el prado ave, orlando, fl 32825, usa"
"251",251,-85.6023643,44.3148443,"michigan, usa"
"252",252,-79.9958864,40.4406248,"pittsburgh, pa, usa"
"254",254,-77.0368707,38.9071923,"washington, dc, usa"
"257",257,-84.412014,33.7539971,"atlanta, ga 30314, usa"
"260",260,-75.1652215,39.9525839,"philadelphia, pa, usa"
"263",263,-74.0059728,40.7127753,"new york, ny, usa"
"264",264,-70.7840564,44.4906897,"oxford county, me, usa"
"265",265,-111.5116469,41.2816391,"wasatch range, united states"
"266",266,-81.9712719,34.9992469,"800 university way, spartanburg, sc 29303, usa"
"267",267,-77.1945247,41.2033216,"pennsylvania, usa"
"268",268,-82.3607965,34.7434066,"steel city, greenville, sc 29605, usa"
"270",270,-83.2113192,42.5467012,"birmingham, mi, usa"
"271",271,-119.4179324,36.778261,"california, usa"
"274",274,-73.67694,42.55444,"schodack center, ny 12033, usa"
"275",275,-77.0368707,38.9071923,"washington, dc, usa"
"278",278,-94.5785667,39.0997265,"kansas city, mo, usa"
"280",280,-106.2800242,43.4113604,"midwest, wy 82643, usa"
"283",283,-95.712891,37.09024,"united states"
"284",284,-87.7176849,42.0123816,"n, 3534 w touhy ave, skokie, il 60076, usa"
"288",288,-77.0359737,38.9640712,"6045 16th st nw, washington, dc 20011, usa"
"289",289,-115.1398296,36.1699412,"las vegas, nv, usa"
"291",291,-74.0059728,40.7127753,"new york, ny, usa"
"292",292,-86.902298,32.3182314,"alabama, usa"
"293",293,-81.5157535,27.6648274,"florida, usa"
"297",297,-118.9070887,34.1805403,"newbury park, thousand oaks, ca, usa"
"298",298,-83.1352843,42.4607319,"22801 woodward ave, ferndale, mi 48220, usa"
"299",299,-72.929624,41.306707,"238 college st, new haven, ct 06510, usa"
"300",300,-84.3879824,33.7489954,"atlanta, ga, usa"
"301",301,-106.2800242,43.4113604,"midwest, wy 82643, usa"
"302",302,-82.907123,40.4172871,"ohio, usa"
"305",305,-92.1735164,38.5767017,"jefferson city, mo, usa"
"306",306,-118.40853,33.9415889,"los angeles international airport (lax), 1 world way, los angeles, ca 90045, usa"
"307",307,-92.3082504,38.9211881,"2505 old 63 s, columbia, mo 65201, usa"
"309",309,-83.086444,40.106374,"7381 cimmaron station, columbus, oh 43235, usa"
"310",310,-116.9515856,47.7179578,"post falls, id 83854, usa"
"313",313,-107.4338866,32.4507852,"co rd a021, deming, nm 88030, usa"
"314",314,-122.7140548,38.440429,"santa rosa, ca, usa"
"316",316,-105.7820674,39.5500507,"colorado, usa"
"323",323,-86.158068,39.768403,"indianapolis, in, usa"
"325",325,-94.658108,39.022807,"5835 lamar ave, mission, ks 66202, usa"
"326",326,-90.1543554,38.4660038,"stemler cave woods nature preserve, columbia, il 62236, usa"
"327",327,-95.712891,37.09024,"united states"
"328",328,-91.0120878,38.5581072,"washington, mo, usa"
"331",331,-116.419389,38.8026097,"nevada, usa"
"337",337,-104.9416688,39.692037,"c, 1355 s colorado blvd, denver, co 80222, usa"
"338",338,-157.7208333,21.35,"waimānalo, hi 96795, usa"
"339",339,-90.0489801,35.1495343,"memphis, tn, usa"
"340",340,-91.9206505,44.9028713,"1801 wakanda st ne, menomonie, wi 54751, usa"
"342",342,-75.1652215,39.9525839,"philadelphia, pa, usa"
"344",344,-71.8022934,42.2625932,"worcester, ma, usa"
"345",345,-95.712891,37.09024,"united states"
"346",346,-105.0732844,33.3403963,"co rd e022, new mexico, usa"
"348",348,-85.6023643,44.3148443,"michigan, usa"
"349",349,-95.712891,37.09024,"united states"
"353",353,-95.712891,37.09024,"united states"
"354",354,-104.990251,39.7392358,"denver, co, usa"
"355",355,-85.7051116,42.2152042,"texas charter township, mi, usa"
"359",359,-70.6672621,41.9584457,"plymouth, ma, usa"
"360",360,-71.467566,42.7653662,"nashua, nh, usa"
"362",362,-94.4651684,37.112619,"e zora st, joplin, mo 64801, usa"
"364",364,-118.4225857,33.9667385,"1 loyola marymount university dr, los angeles, ca 90045, usa"
"369",369,-121.4943996,38.5815719,"sacramento, ca, usa"
"370",370,-95.712891,37.09024,"united states"
"371",371,-119.4179324,36.778261,"california, usa"
"372",372,-79.9958864,40.4406248,"pittsburgh, pa, usa"
"376",376,-84.3879824,33.7489954,"atlanta, ga, usa"
"378",378,-72.7420151,41.7620842,"west hartford, ct, usa"
"379",379,-77.0368707,38.9071923,"washington, dc, usa"
"380",380,-122.4194155,37.7749295,"san francisco, ca, usa"
"383",383,-81.4735257,28.4720521,"orlando, fl 32819, usa"
"384",384,-99.1414249,29.3474565,"hondo, tx 78861, usa"
"386",386,-77.0368707,38.9071923,"washington, dc, usa"
"387",387,-95.712891,37.09024,"united states"
"388",388,-77.947739,43.217117,"155 evergreen rd, brockport, ny 14420, usa"
"389",389,-74.7429384,40.2170534,"trenton, nj, usa"
"392",392,-114.7420408,44.0682019,"idaho, usa"
"393",393,-80.1917902,25.7616798,"miami, fl, usa"
"394",394,-84.3879824,33.7489954,"atlanta, ga, usa"
"395",395,-80.1917902,25.7616798,"miami, fl, usa"
"397",397,-98.3959291,34.6035669,"lawton, ok, usa"
"399",399,-102.4107493,34.2331373,"earth, tx 79031, usa"
"400",400,-73.9441579,40.6781784,"brooklyn, ny, usa"
"404",404,-116.419389,34.9592083,"southern california, ca, usa"
"405",405,-74.0059728,40.7127753,"new york, ny, usa"
"408",408,-119.6981901,34.4208305,"santa barbara, ca, usa"
"413",413,-97.3047051,37.7697087,"4711 n marblefalls st, wichita, ks 67219, usa"
"414",414,-77.0340315,38.9031004,"1015 15th st nw #750, washington, dc 20005, usa"
"415",415,-95.971261,36.153315,"533 s rockford ave, tulsa, ok 74120, usa"
"418",418,-80.2491961,35.8138523,"31 s talbert blvd #257, lexington, nc 27292, usa"
"419",419,-95.712891,37.09024,"united states"
"420",420,-91.8318334,37.9642529,"missouri, usa"
"421",421,-71.0588801,42.3600825,"boston, ma, usa"
"422",422,-77.0368707,38.9071923,"washington, dc, usa"
"423",423,-98.4936282,29.4241219,"san antonio, tx, usa"
"425",425,-78.6568942,37.4315734,"virginia, usa"
"426",426,-122.3320708,47.6062095,"seattle, wa, usa"
"427",427,-95.4338292,29.7180075,"west university place, tx, usa"
"430",430,-85.6023643,44.3148443,"michigan, usa"
"431",431,-119.4179324,36.778261,"california, usa"
"432",432,-81.279977,28.5385558,"7800 lake underhill rd, orlando, fl 32822, usa"
"434",434,-75.163389,39.9629406,"1509 spring garden st, philadelphia, pa 19130, usa"
"435",435,-97.5164276,35.4675602,"oklahoma city, ok, usa"
"437",437,-121.5580176,39.0207272,"plumas lake, ca 95961, usa"
"438",438,-117.109614,32.784338,"10509 san diego mission rd suite a, san diego, ca 92108, usa"
"439",439,-71.0588801,42.3600825,"boston, ma, usa"
"440",440,-93.097702,41.8780025,"iowa, usa"
"441",441,-71.3770456,42.3251862,"fairfield rd, wayland, ma 01778, usa"
"443",443,-73.064036,41.2306979,"milford, ct, usa"
"444",444,-81.3792365,28.5383355,"orlando, fl, usa"
"448",448,-87.6300879,41.8968129,"800 n dearborn st, chicago, il 60610, usa"
"449",449,-118.2436849,34.0522342,"los angeles, ca, usa"
"451",451,-117.8265049,33.6845673,"irvine, ca, usa"
"452",452,-87.6297982,41.8781136,"chicago, il, usa"
"453",453,-73.087749,41.6032207,"connecticut, usa"
"454",454,-95.2352501,38.9716689,"lawrence, ks, usa"
"455",455,-95.712891,37.09024,"united states"
"456",456,-95.048659,45.1223711,"willmar, mn, usa"
"457",457,-95.712891,37.09024,"united states"
"458",458,-73.6440058,43.3095164,"glens falls, ny, usa"
"459",459,-118.3089661,34.1808392,"burbank, ca, usa"
"461",461,-90.1994042,38.6270025,"st. louis, mo, usa"
"464",464,-95.473251,29.865931,"7227 antoine dr # 8, houston, tx 77088, usa"
"465",465,-86.158068,39.768403,"indianapolis, in, usa"
"466",466,-82.907123,40.4172871,"ohio, usa"
"467",467,-86.7816016,36.1626638,"nashville, tn, usa"
"469",469,-71.5147839,42.0028761,"woonsocket, ri 02895, usa"
"470",470,-117.1610838,32.715738,"san diego, ca, usa"
"473",473,-74.9813084,44.6697805,"potsdam, ny 13676, usa"
"474",474,-73.134961,40.789142,"long island, new york, usa"
"477",477,-82.9987942,39.9611755,"columbus, oh, usa"
"479",479,-96.84995,32.977735,"3200 belmeade dr #100, carrollton, tx 75006, usa"
"480",480,-87.9927847,42.9285921,"riverdale ln, greendale, wi 53129, usa"
"481",481,-94.6431626,38.9124164,"5053 w 119th st, overland park, ks 66209, usa"
"483",483,-71.3824374,42.4072107,"massachusetts, usa"
"484",484,-74.0059728,40.7127753,"new york, ny, usa"
"486",486,-95.712891,37.09024,"united states"
"487",487,-87.9301134,42.9308255,"1300 w college ave, milwaukee, wi 53221, usa"
"488",488,-122.4049855,37.755535,"1001 potrero ave, san francisco, ca 94110, usa"
"489",489,-118.2436849,34.0522342,"los angeles, ca, usa"
"490",490,-118.2436849,34.0522342,"los angeles, ca, usa"
"491",491,-81.0228331,29.2108147,"daytona beach, fl, usa"
"495",495,-119.806348,39.5109175,"1313 s virginia st, reno, nv 89502, usa"
"497",497,-93.097702,41.8780025,"iowa, usa"
"498",498,-89.4012302,43.0730517,"madison, wi, usa"
"499",499,-73.2006639,41.2428563,"trumbull, ct 06611, usa"
"500",500,-74.0059728,40.7127753,"new york, ny, usa"
"501",501,-93.2650108,44.977753,"minneapolis, mn, usa"
"502",502,-73.6981858,40.8256561,"port washington, ny, usa"
"503",503,-87.6297982,41.8781136,"chicago, il, usa"
"506",506,-87.6297982,41.8781136,"chicago, il, usa"
"509",509,-121.4758228,38.5734161,"2327 l st, sacramento, ca 95816, usa"
"510",510,-74.0059728,40.7127753,"new york, ny, usa"
"513",513,-83.9811014,34.1140497,"2505 mill center pkwy, buford, ga 30518, usa"
"514",514,-83.9207392,35.9606384,"knoxville, tn, usa"
"515",515,-118.3082747,34.2596475,"sunland-tujunga, los angeles, ca 91040, usa"
"516",516,-73.134961,40.789142,"long island, new york, usa"
"519",519,-86.8950297,41.7075394,"michigan city, in, usa"
"521",521,-76.651193,40.285919,"27 w chocolate ave, hershey, pa 17033, usa"
"524",524,-80.1289321,26.3683064,"boca raton, fl, usa"
"525",525,-95.9618958,36.0404924,"8330 riverside pkwy, tulsa, ok 74137, usa"
"528",528,-122.7094767,42.1945758,"no street provided, ashland, or 97520, usa"
"531",531,-119.4179324,36.778261,"california, usa"
"532",532,-81.5157535,27.6648274,"florida, usa"
"533",533,-118.3525744,33.887237,"lawndale, ca, usa"
"534",534,-95.712891,37.09024,"united states"
"535",535,-90.0489801,35.1495343,"memphis, tn, usa"
"536",536,-119.4179324,36.778261,"california, usa"
"540",540,-78.6950804,35.8143669,"2304 wesvill ct #340, raleigh, nc 27607, usa"
"541",541,-115.1398296,36.1699412,"las vegas, nv, usa"
"542",542,-71.0588801,42.3600825,"boston, ma, usa"
"544",544,-97.7430608,30.267153,"austin, tx, usa"
"546",546,-115.1745559,36.1023715,"3790 s las vegas blvd, las vegas, nv 89109, usa"
"548",548,-98.1244531,29.7030024,"new braunfels, tx, usa"
"549",549,-81.5157535,27.6648274,"florida, usa"
"550",550,-78.4857342,42.5294553,"w yorkshire rd, chaffee, ny 14030, usa"
"553",553,-74.0059728,40.7127753,"new york, ny, usa"
"554",554,-76.805345,39.132015,"9001 whiskey bottom rd, laurel, md 20723, usa"
"555",555,-76.275798,43.1106071,"7066 interstate island rd, syracuse, ny 13209, usa"
"556",556,-80.4549026,38.5976262,"west virginia, usa"
"557",557,-85.7013104,38.2536728,"2345 frankfort ave, louisville, ky 40206, usa"
"559",559,-95.370026,35.7475692,"125 s main st, muskogee, ok 74401, usa"
"560",560,-74.0059728,40.7127753,"new york, ny, usa"
"564",564,-77.0402315,38.851242,"ronald reagan washington national airport (dca), arlington, va 22202, usa"
"569",569,-84.4699955,34.4850139,"2 ga-5, talking rock, ga 30175, usa"
"570",570,-76.9240422,38.8485264,"suitland, suitland-silver hill, md 20746, usa"
"571",571,-86.7816016,36.1626638,"nashville, tn, usa"
"574",574,-119.4179324,36.778261,"california, usa"
"575",575,-119.4179324,36.778261,"california, usa"
"576",576,-77.6109219,43.16103,"rochester, ny, usa"
"577",577,-74.0059728,40.7127753,"new york, ny, usa"
"579",579,-78.6568942,37.4315734,"virginia, usa"
"580",580,-73.134961,40.789142,"long island, new york, usa"
"581",581,-115.1745559,36.1023715,"3790 s las vegas blvd, las vegas, nv 89109, usa"
"582",582,-121.5900648,38.6950854,"sacramento international airport (smf), 6900 airport blvd, sacramento, ca 95837, usa"
"584",584,-95.712891,37.09024,"united states"
"585",585,-119.4179324,36.778261,"california, usa"
"586",586,-120.0607176,36.9613356,"madera, ca, usa"
"590",590,-71.6495176,42.5437035,"shirley, ma, usa"
"591",591,-95.712891,37.09024,"united states"
"593",593,-117.1817377,46.7297771,"pullman, wa 99163, usa"
"595",595,-71.0588801,42.3600825,"boston, ma, usa"
"596",596,-74.0059728,40.7127753,"new york, ny, usa"
"597",597,-81.655651,30.3321838,"jacksonville, fl, usa"
"599",599,-121.8810715,37.3351874,"1 washington sq, san jose, ca 95192, usa"
"600",600,-75.26046,40.0084456,"narberth, pa, usa"
"601",601,-122.3916754,40.5865396,"redding, ca, usa"
"602",602,-76.1476538,36.8954012,"overbeck dr, virginia beach, va 23455, usa"
"603",603,-74.0059728,40.7127753,"new york, ny, usa"
"604",604,-95.712891,37.09024,"united states"
"605",605,-95.1902986,30.0575359,"kingwood, houston, tx, usa"
"607",607,-73.9441579,40.6781784,"brooklyn, ny, usa"
"608",608,-84.2021366,33.4140415,"2148 ga-20, mcdonough, ga 30253, usa"
"609",609,-90.2915132,43.2233214,"gotham, wi 53556, usa"
"611",611,-80.0533746,26.7153424,"west palm beach, fl, usa"
"616",616,-111.9426452,33.5311541,"paradise valley, az, usa"
"618",618,-74.4056612,40.0583238,"new jersey, usa"
"620",620,-94.477961,37.0503045,"3601 s rangeline rd, joplin, mo 64804, usa"
"621",621,-73.134961,40.789142,"long island, new york, usa"
"622",622,-84.2171424,33.8545479,"tucker, ga, usa"
"623",623,-105.0839909,40.5757422,"400 isotope dr, fort collins, co 80521, usa"
"624",624,-82.907123,40.4172871,"ohio, usa"
"625",625,-122.8755949,42.3265152,"medford, or, usa"
"628",628,-117.6062683,33.6275579,"rancho santa margarita, ca 92688, usa"
"630",630,-97.7430608,30.267153,"austin, tx, usa"
"631",631,-86.7816016,36.1626638,"nashville, tn, usa"
"632",632,-76.6412712,39.0457549,"maryland, usa"
"633",633,-74.0059728,40.7127753,"new york, ny, usa"
"635",635,-73.9441579,40.6781784,"brooklyn, ny, usa"
"636",636,-78.6381787,35.7795897,"raleigh, nc, usa"
"637",637,-74.0059728,40.7127753,"new york, ny, usa"
"639",639,-84.2700179,37.8393332,"kentucky, usa"
"640",640,-122.3099116,37.8387167,"san francisco bay, emeryville, ca 94608, united states"
"643",643,-86.902298,32.3182314,"alabama, usa"
"645",645,-82.7535049,39.8842304,"pickerington, oh, usa"
"646",646,-110.926479,32.2217429,"tucson, az, usa"
"647",647,-121.9538909,38.2724897,"520 parker rd # b, fairfield, ca 94533, usa"
"649",649,-82.2710882,28.3355675,"college ave, san antonio, fl 33576, usa"
"650",650,-117.3961564,33.9533487,"riverside, ca, usa"
"651",651,-76.6121893,39.2903848,"baltimore, md, usa"
"652",652,-90.9670832,30.4686085,"florida ave sw, denham springs, la 70726, usa"
"653",653,-81.359238,41.139767,"168 cherry st, kent, oh 44240, usa"
"654",654,-98.3959291,34.6035669,"lawton, ok, usa"
"657",657,-110.3625658,46.8796822,"montana, usa"
"658",658,-97.1525862,33.207488,"1155 union cir, denton, tx 76203, usa"
"660",660,-99.4803241,27.5305671,"laredo, tx, usa"
"661",661,-71.0588801,42.3600825,"boston, ma, usa"
"662",662,-77.1710914,38.882334,"falls church, va, usa"
"665",665,-123.0350963,44.9428975,"salem, or, usa"
"666",666,-117.5757622,47.4873895,"cheney, wa 99004, usa"
"668",668,-99.9018131,31.9685988,"texas, usa"
"669",669,-87.2900788,41.472082,"3800 w lincoln hwy, merrillville, in 46410, usa"
"671",671,-97.7430608,30.267153,"austin, tx, usa"
"673",673,-84.1768507,39.7693678,"5 oh-4, dayton, oh 45404, usa"
"675",675,-102.4107493,34.2331373,"earth, tx 79031, usa"
"676",676,-75.1652215,39.9525839,"philadelphia, pa, usa"
"677",677,-73.9441579,40.6781784,"brooklyn, ny, usa"
"680",680,-73.9441579,40.6781784,"brooklyn, ny, usa"
"681",681,-77.0227778,38.8591667,"ohio dr sw, washington, dc 20024, usa"
"682",682,-72.5778415,44.5588028,"vermont, usa"
"688",688,-74.694929,40.774716,"14 wyckoff way, chester, nj 07930, usa"
"689",689,-122.4194155,37.7749295,"san francisco, ca, usa"
"691",691,-96.735706,32.6863504,"9220 s central expy, dallas, tx 75241, usa"
"694",694,-117.0040719,32.7814699,"9001 wakarusa st, la mesa, ca 91942, usa"
"695",695,-117.0230839,32.7678287,"la mesa, ca, usa"
"697",697,-96.7898034,46.8771863,"fargo, nd, usa"
"698",698,-87.6297982,41.8781136,"chicago, il, usa"
"699",699,-75.1652215,39.9525839,"philadelphia, pa, usa"
"703",703,-95.0138776,41.4036007,"atlantic, ia 50022, usa"
"704",704,-74.0059728,40.7127753,"new york, ny, usa"
"711",711,-76.729178,39.097893,"4409 llewellyn ave, fort meade, md 20755, usa"
"712",712,-71.3701332,41.8734673,"1 columbus ave, pawtucket, ri 02860, usa"
"714",714,-81.3289397,28.8713443,"debary, fl 32713, usa"
"716",716,-116.419389,34.9592083,"southern california, ca, usa"
"717",717,-74.5463282,40.8336038,"morris county, nj, usa"
"718",718,-119.2290316,34.274646,"ventura, ca, usa"
"719",719,-76.1390412,43.0402889,"766 irving ave, syracuse, ny 13210, usa"
"720",720,-77.0368707,38.9071923,"washington, dc, usa"
"721",721,-90.0715323,29.9510658,"new orleans, la, usa"
"723",723,-73.1112433,44.4905054,"essex, vt, usa"
"725",725,-95.712891,37.09024,"united states"
"726",726,-121.4943996,38.5815719,"sacramento, ca, usa"
"727",727,-74.0059728,40.7127753,"new york, ny, usa"
"728",728,-94.6858998,46.729553,"minnesota, usa"
"731",731,-96.4130601,42.4648558,"south sioux city, ne, usa"
"735",735,-74.0059728,40.7127753,"new york, ny, usa"
"736",736,-122.2852473,37.831316,"emeryville, ca, usa"
